"Date and Time Run 5","Time (s) Run 5","Force (N) Run 5","Position (m) Run 5","Velocity (m/s) Run 5","Acceleration (m/s²) Run 5","Speed (m/s) Run 5","Date and Time Run 6","Time (s) Run 6","Force (N) Run 6","Position (m) Run 6","Velocity (m/s) Run 6","Acceleration (m/s²) Run 6","Speed (m/s) Run 6","Date and Time Run 7","Time (s) Run 7","Force (N) Run 7","Position (m) Run 7","Velocity (m/s) Run 7","Acceleration (m/s²) Run 7","Speed (m/s) Run 7","Date and Time Run 8","Time (s) Run 8","Force (N) Run 8","Position (m) Run 8","Velocity (m/s) Run 8","Acceleration (m/s²) Run 8","Speed (m/s) Run 8"
01/09/2024 11:13:03 am,7.025,4.13,-0.2205,-0.018,0.1,0.0178,01/09/2024 11:15:06 am,7.025,4.23,-0.1968,-0.017,-0.2,0.0170,01/09/2024 11:15:59 am,7.025,5.04,-0.2593,-0.008,0.0,0.0081,01/09/2024 11:20:49 am,7.025,13.66,-0.3181,0.002,0.4,0.0016
01/09/2024 11:13:03 am,7.050,4.14,-0.2208,-0.016,0.0,0.0162,01/09/2024 11:15:06 am,7.050,4.24,-0.1973,-0.021,-0.1,0.0210,01/09/2024 11:15:59 am,7.050,5.04,-0.2595,-0.010,-0.1,0.0097,01/09/2024 11:20:49 am,7.050,13.65,-0.3178,0.009,0.2,0.0089
01/09/2024 11:13:03 am,7.075,4.14,-0.2212,-0.018,0.0,0.0178,01/09/2024 11:15:06 am,7.075,4.25,-0.1979,-0.024,-0.1,0.0243,01/09/2024 11:15:59 am,7.075,5.05,-0.2597,-0.012,0.0,0.0121,01/09/2024 11:20:49 am,7.075,13.63,-0.3175,0.009,-4.3E-15,0.0089
01/09/2024 11:13:03 am,7.100,4.15,-0.2217,-0.019,0.0,0.0194,01/09/2024 11:15:06 am,7.100,4.26,-0.1985,-0.026,-0.1,0.0259,01/09/2024 11:15:59 am,7.100,5.06,-0.2601,-0.012,0.0,0.0121,01/09/2024 11:20:49 am,7.100,13.61,-0.3173,0.006,-0.1,0.0065
01/09/2024 11:13:03 am,7.125,4.16,-0.2223,-0.017,0.2,0.0170,01/09/2024 11:15:06 am,7.125,4.28,-0.1992,-0.027,0.0,0.0267,01/09/2024 11:15:59 am,7.125,5.07,-0.2605,-0.010,0.1,0.0097,01/09/2024 11:20:49 am,7.125,13.59,-0.3172,0.004,-0.1,0.0040
01/09/2024 11:13:03 am,7.150,4.16,-0.2226,-0.011,0.2,0.0105,01/09/2024 11:15:06 am,7.150,4.29,-0.1998,-0.027,0.0,0.0267,01/09/2024 11:15:59 am,7.150,5.07,-0.2606,-0.006,0.1,0.0065,01/09/2024 11:20:49 am,7.150,13.57,-0.3171,0.002,0.1,0.0016
01/09/2024 11:13:03 am,7.175,4.17,-0.2228,-0.003,0.2,0.0032,01/09/2024 11:15:06 am,7.175,4.31,-0.2006,-0.027,0.0,0.0267,01/09/2024 11:15:59 am,7.175,5.07,-0.2607,-0.005,0.0,0.0049,01/09/2024 11:20:49 am,7.175,13.56,-0.3171,0.002,0.7,0.0024
01/09/2024 11:13:03 am,7.200,4.17,-0.2228,0.002,0.2,0.0024,01/09/2024 11:15:06 am,7.200,4.32,-0.2012,-0.027,0.0,0.0267,01/09/2024 11:15:59 am,7.200,5.07,-0.2608,-0.005,0.0,0.0049,01/09/2024 11:20:49 am,7.200,13.55,-0.3172,0.020,2.3,0.0202
01/09/2024 11:13:03 am,7.225,4.17,-0.2226,0.006,0.1,0.0065,01/09/2024 11:15:06 am,7.225,4.33,-0.2019,-0.026,0.0,0.0259,01/09/2024 11:15:59 am,7.225,5.06,-0.2610,-0.006,-0.1,0.0057,01/09/2024 11:20:49 am,7.225,13.49,-0.3167,0.090,6.0,0.0897
01/09/2024 11:13:03 am,7.250,4.16,-0.2224,0.010,0.1,0.0097,01/09/2024 11:15:06 am,7.250,4.33,-0.2025,-0.025,0.0,0.0251,01/09/2024 11:15:59 am,7.250,5.05,-0.2611,-0.008,-0.1,0.0081,01/09/2024 11:20:49 am,7.250,13.29,-0.3144,0.264,12.4,0.2644
01/09/2024 11:13:03 am,7.275,4.16,-0.2222,0.011,0.0,0.0105,01/09/2024 11:15:06 am,7.275,4.33,-0.2031,-0.024,0.0,0.0243,01/09/2024 11:15:59 am,7.275,5.05,-0.2613,-0.011,-0.1,0.0105,01/09/2024 11:20:49 am,7.275,12.82,-0.3064,0.655,20.6,0.6548
01/09/2024 11:13:03 am,7.300,4.15,-0.2218,0.008,-0.1,0.0081,01/09/2024 11:15:06 am,7.300,4.34,-0.2037,-0.023,0.1,0.0234,01/09/2024 11:15:59 am,7.300,5.06,-0.2617,-0.011,0.0,0.0113,01/09/2024 11:20:49 am,7.300,11.52,-0.2879,1.318,27.0,1.3177
01/09/2024 11:13:03 am,7.325,4.15,-0.2217,0.002,-0.2,0.0024,01/09/2024 11:15:06 am,7.325,4.35,-0.2043,-0.021,0.1,0.0210,01/09/2024 11:15:59 am,7.325,5.06,-0.2619,-0.011,0.0,0.0113,01/09/2024 11:20:49 am,7.325,9.39,-0.2451,2.129,27.4,2.1286
01/09/2024 11:13:03 am,7.350,4.15,-0.2217,-0.004,-0.2,0.0040,01/09/2024 11:15:06 am,7.350,4.36,-0.2048,-0.018,0.1,0.0178,01/09/2024 11:15:59 am,7.350,5.07,-0.2622,-0.013,-0.1,0.0129,01/09/2024 11:20:49 am,7.350,6.32,-0.1781,2.848,18.9,2.8480
01/09/2024 11:13:03 am,7.375,4.15,-0.2219,-0.007,-0.1,0.0073,01/09/2024 11:15:06 am,7.375,4.37,-0.2052,-0.015,0.1,0.0146,01/09/2024 11:15:59 am,7.375,5.07,-0.2625,-0.016,0.0,0.0162,01/09/2024 11:20:49 am,7.375,2.75,-0.0969,3.237,2.4,3.2369
01/09/2024 11:13:03 am,7.400,4.15,-0.2222,-0.006,0.0,0.0065,01/09/2024 11:15:06 am,7.400,4.38,-0.2055,-0.013,0.0,0.0129,01/09/2024 11:15:59 am,7.400,5.08,-0.2630,-0.016,0.1,0.0162,01/09/2024 11:20:49 am,7.400,-0.38,-0.0089,3.051,-16.8,3.0510
01/09/2024 11:13:03 am,7.425,4.15,-0.2223,-0.004,0.0,0.0040,01/09/2024 11:15:06 am,7.425,4.39,-0.2058,-0.014,-0.1,0.0137,01/09/2024 11:15:59 am,7.425,5.09,-0.2635,-0.011,0.2,0.0113,01/09/2024 11:20:49 am,7.425,-0.36,0.0712,2.281,-30.0,2.2813
01/09/2024 11:13:03 am,7.450,4.15,-0.2223,-0.003,0.0,0.0032,01/09/2024 11:15:06 am,7.450,4.39,-0.2061,-0.017,-0.1,0.0170,01/09/2024 11:15:59 am,7.450,5.09,-0.2636,-0.004,0.2,0.0040,01/09/2024 11:20:49 am,7.450,0.01,0.1114,1.280,-30.9,1.2797
01/09/2024 11:13:03 am,7.475,4.16,-0.2224,-0.005,-0.1,0.0049,01/09/2024 11:15:06 am,7.475,4.39,-0.2066,-0.022,-0.2,0.0218,01/09/2024 11:15:59 am,7.475,5.09,-0.2636,0.002,0.2,0.0016,01/09/2024 11:20:49 am,7.475,-0.01,0.1250,0.506,-21.8,0.5061
01/09/2024 11:13:03 am,7.500,4.15,-0.2225,-0.007,-0.1,0.0073,01/09/2024 11:15:06 am,7.500,4.41,-0.2072,-0.026,-0.1,0.0259,01/09/2024 11:15:59 am,7.500,5.08,-0.2635,0.006,0.3,0.0057,01/09/2024 11:20:49 am,7.500,-0.03,0.1293,0.188,-10.9,0.1884
01/09/2024 11:13:03 am,7.525,4.16,-0.2228,-0.009,-0.1,0.0089,01/09/2024 11:15:06 am,7.525,4.41,-0.2080,-0.028,-0.1,0.0283,01/09/2024 11:15:59 am,7.525,5.08,-0.2634,0.013,1.0,0.0129,01/09/2024 11:20:49 am,7.525,-0.03,0.1293,0.098,-4.4,0.0978
01/09/2024 11:13:03 am,7.550,4.16,-0.2230,-0.011,0.0,0.0105,01/09/2024 11:15:06 am,7.550,4.42,-0.2087,-0.029,0.0,0.0291,01/09/2024 11:15:59 am,7.550,5.07,-0.2630,0.036,3.0,0.0364,01/09/2024 11:20:49 am,7.550,0.08,0.1354,0.048,-2.4,0.0477
01/09/2024 11:13:03 am,7.575,4.16,-0.2232,-0.011,0.1,0.0105,01/09/2024 11:15:06 am,7.575,4.44,-0.2094,-0.029,0.0,0.0291,01/09/2024 11:15:59 am,7.575,5.02,-0.2622,0.127,6.5,0.1269,01/09/2024 11:20:49 am,7.575,-0.04,0.1335,-0.012,-1.9,0.0121
01/09/2024 11:13:03 am,7.600,4.17,-0.2236,-0.008,0.1,0.0081,01/09/2024 11:15:06 am,7.600,4.47,-0.2101,-0.027,0.1,0.0275,01/09/2024 11:15:59 am,7.600,4.86,-0.2593,0.342,10.6,0.3420,01/09/2024 11:20:49 am,7.600,-0.04,0.1322,-0.065,-1.3,0.0647
01/09/2024 11:13:03 am,7.625,4.17,-0.2237,-0.003,0.1,0.0032,01/09/2024 11:15:06 am,7.625,4.48,-0.2109,-0.023,0.2,0.0226,01/09/2024 11:15:59 am,7.625,4.58,-0.2481,0.682,13.7,0.6823,01/09/2024 11:20:49 am,7.625,-0.02,0.1307,-0.072,-0.6,0.0719
01/09/2024 11:13:03 am,7.650,4.18,-0.2237,8.084E-4,0.1,8.0842E-4,01/09/2024 11:15:06 am,7.650,4.48,-0.2114,-0.015,0.2,0.0154,01/09/2024 11:15:59 am,7.650,4.16,-0.2258,1.078,14.5,1.0776,01/09/2024 11:20:49 am,7.650,-0.04,0.1285,-0.082,-0.2,0.0816
01/09/2024 11:13:03 am,7.675,4.17,-0.2236,0.002,0.1,0.0024,01/09/2024 11:15:06 am,7.675,4.48,-0.2116,-0.009,0.2,0.0089,01/09/2024 11:15:59 am,7.675,3.53,-0.1933,1.445,13.1,1.4454,01/09/2024 11:20:49 am,7.675,-0.03,0.1264,-0.085,-0.1,0.0849
01/09/2024 11:13:03 am,7.700,4.17,-0.2236,0.003,0.0,0.0032,01/09/2024 11:15:06 am,7.700,4.49,-0.2117,-0.006,0.1,0.0057,01/09/2024 11:15:59 am,7.700,2.76,-0.1524,1.747,10.2,1.7470,01/09/2024 11:20:49 am,7.700,-0.02,0.1243,-0.083,0.0,0.0833
01/09/2024 11:13:03 am,7.725,4.17,-0.2235,0.004,0.0,0.0040,01/09/2024 11:15:06 am,7.725,4.49,-0.2118,-0.005,0.1,0.0049,01/09/2024 11:15:59 am,7.725,1.89,-0.1046,1.972,5.9,1.9717,01/09/2024 11:20:49 am,7.725,-0.01,0.1222,-0.082,0.1,0.0816
01/09/2024 11:13:03 am,7.750,4.16,-0.2234,0.006,0.0,0.0057,01/09/2024 11:15:06 am,7.750,4.49,-0.2120,-0.003,0.1,0.0032,01/09/2024 11:15:59 am,7.750,0.93,-0.0524,2.078,0.4,2.0776,01/09/2024 11:20:49 am,7.750,-0.03,0.1202,-0.080,0.1,0.0800
01/09/2024 11:13:03 am,7.775,4.17,-0.2232,0.007,0.0,0.0073,01/09/2024 11:15:06 am,7.775,4.49,-0.2121,-1.110E-15,0.1,1.1102E-15,01/09/2024 11:15:59 am,7.775,-3.80,0.0024,2.005,-5.1,2.0049,01/09/2024 11:20:49 am,7.775,0.00,0.1182,-0.078,0.1,0.0784
01/09/2024 11:13:03 am,7.800,4.16,-0.2230,0.007,-0.1,0.0073,01/09/2024 11:15:06 am,7.800,4.49,-0.2120,0.002,0.1,0.0024,01/09/2024 11:15:59 am,7.800,-2.39,0.0521,1.770,-8.2,1.7704,01/09/2024 11:20:49 am,7.800,0.00,0.1163,-0.077,0.1,0.0768
01/09/2024 11:13:03 am,7.825,4.16,-0.2228,0.003,-0.2,0.0032,01/09/2024 11:15:06 am,7.825,4.48,-0.2118,0.003,0.0,0.0032,01/09/2024 11:15:59 am,7.825,-0.60,0.0916,1.508,-7.6,1.5077,01/09/2024 11:20:49 am,7.825,0.01,0.1144,-0.074,0.1,0.0744
01/09/2024 11:13:03 am,7.850,4.15,-0.2228,-0.002,-0.2,0.0024,01/09/2024 11:15:06 am,7.850,4.49,-0.2118,0.002,0.0,0.0024,01/09/2024 11:15:59 am,7.850,-0.03,0.1241,1.346,-4.7,1.3460,01/09/2024 11:20:49 am,7.850,0.00,0.1125,-0.072,0.1,0.0719
01/09/2024 11:13:03 am,7.875,4.15,-0.2230,-0.006,-0.1,0.0065,01/09/2024 11:15:06 am,7.875,4.49,-0.2117,0.002,0.0,0.0016,01/09/2024 11:15:59 am,7.875,0.11,0.1567,1.294,-2.0,1.2943,01/09/2024 11:20:49 am,7.875,0.01,0.1108,-0.070,0.1,0.0703
01/09/2024 11:13:03 am,7.900,4.15,-0.2231,-0.007,0.0,0.0073,01/09/2024 11:15:06 am,7.900,4.48,-0.2117,8.084E-4,0.0,8.0842E-4,01/09/2024 11:15:59 am,7.900,0.10,0.1889,1.284,-1.8,1.2838,01/09/2024 11:20:49 am,7.900,0.01,0.1090,-0.070,0.1,0.0695
01/09/2024 11:13:03 am,7.925,4.16,-0.2234,-0.006,-3.7E-15,0.0065,01/09/2024 11:15:06 am,7.925,4.48,-0.2117,-8.084E-4,-0.1,8.0842E-4,01/09/2024 11:15:59 am,7.925,0.09,0.2208,1.272,-5.4,1.2716,01/09/2024 11:20:49 am,7.925,0.01,0.1073,-0.068,0.1,0.0679
01/09/2024 11:13:03 am,7.950,4.17,-0.2235,-0.006,0.0,0.0065,01/09/2024 11:15:06 am,7.950,4.48,-0.2117,-0.002,-0.1,0.0024,01/09/2024 11:15:59 am,7.950,0.11,0.2525,1.093,-11.2,1.0930,01/09/2024 11:20:49 am,7.950,0.01,0.1056,-0.066,0.0,0.0663
01/09/2024 11:13:03 am,7.975,4.17,-0.2236,-0.007,0.0,0.0073,01/09/2024 11:15:06 am,7.975,4.49,-0.2118,-0.005,-0.1,0.0049,01/09/2024 11:15:59 am,7.975,0.09,0.2839,0.679,-15.3,0.6791,01/09/2024 11:20:49 am,7.975,0.01,0.1040,-0.065,0.0,0.0655
01/09/2024 11:13:04 am,8.000,4.18,-0.2239,-0.008,0.0,0.0081,01/09/2024 11:15:07 am,8.000,4.49,-0.2120,-0.007,0.0,0.0073,01/09/2024 11:16:00 am,8.000,0.04,0.2898,0.195,-14.0,0.1948,01/09/2024 11:20:50 am,8.000,0.00,0.1023,-0.065,0.0,0.0647
01/09/2024 11:13:04 am,8.025,4.17,-0.2241,-0.006,0.1,0.0065,01/09/2024 11:15:07 am,8.025,4.49,-0.2122,-0.008,0.0,0.0081,01/09/2024 11:16:00 am,8.025,0.04,0.2853,-0.124,-8.7,0.1245,01/09/2024 11:20:50 am,8.025,0.00,0.1008,-0.065,0.0,0.0647
01/09/2024 11:13:04 am,8.050,4.18,-0.2242,-0.003,0.1,0.0032,01/09/2024 11:15:07 am,8.050,4.49,-0.2125,-0.006,0.0,0.0065,01/09/2024 11:16:00 am,8.050,0.02,0.2802,-0.207,-3.4,0.2070,01/09/2024 11:20:50 am,8.050,0.00,0.0992,-0.065,0.0,0.0647
01/09/2024 11:13:04 am,8.075,4.17,-0.2242,0.000,0.1,0.0000,01/09/2024 11:15:07 am,8.075,4.49,-0.2126,-0.005,0.0,0.0049,01/09/2024 11:16:00 am,8.075,0.00,0.2748,-0.217,-0.8,0.2167,01/09/2024 11:20:50 am,8.075,-0.01,0.0975,-0.064,0.0,0.0639
01/09/2024 11:13:04 am,8.100,4.18,-0.2242,0.002,0.0,0.0016,01/09/2024 11:15:07 am,8.100,4.49,-0.2126,-0.006,0.0,0.0057,01/09/2024 11:16:00 am,8.100,-0.02,0.2693,-0.222,-0.1,0.2215,01/09/2024 11:20:50 am,8.100,0.01,0.0959,-0.062,0.0,0.0622
01/09/2024 11:13:04 am,8.125,4.18,-0.2241,8.084E-4,0.0,8.0842E-4,01/09/2024 11:15:07 am,8.125,4.50,-0.2128,-0.008,-0.1,0.0081,01/09/2024 11:16:00 am,8.125,-0.05,0.2637,-0.223,0.0,0.2231,01/09/2024 11:20:50 am,8.125,0.01,0.0945,-0.061,0.0,0.0614
01/09/2024 11:13:04 am,8.150,4.18,-0.2241,-0.002,-0.1,0.0016,01/09/2024 11:15:07 am,8.150,4.50,-0.2131,-0.010,0.0,0.0097,01/09/2024 11:16:00 am,8.150,0.07,0.2580,-0.221,0.2,0.2207,01/09/2024 11:20:50 am,8.150,0.01,0.0929,-0.061,0.0,0.0614
01/09/2024 11:13:04 am,8.175,4.18,-0.2242,-0.004,0.0,0.0040,01/09/2024 11:15:07 am,8.175,4.51,-0.2133,-0.009,0.0,0.0089,01/09/2024 11:16:00 am,8.175,0.14,0.2526,-0.214,0.3,0.2142,01/09/2024 11:20:50 am,8.175,0.01,0.0913,-0.061,0.0,0.0614
01/09/2024 11:13:04 am,8.200,4.18,-0.2243,-0.004,0.0,0.0040,01/09/2024 11:15:07 am,8.200,4.52,-0.2135,-0.007,0.1,0.0073,01/09/2024 11:16:00 am,8.200,0.06,0.2474,-0.206,0.3,0.2061,01/09/2024 11:20:50 am,8.200,0.01,0.0899,-0.061,0.0,0.0606
01/09/2024 11:13:04 am,8.225,4.18,-0.2245,-0.003,0.0,0.0032,01/09/2024 11:15:07 am,8.225,4.52,-0.2137,-0.005,0.2,0.0049,01/09/2024 11:16:00 am,8.225,0.02,0.2423,-0.197,0.4,0.1973,01/09/2024 11:20:50 am,8.225,0.02,0.0883,-0.061,0.0,0.0606
01/09/2024 11:13:04 am,8.250,4.20,-0.2245,-0.003,-0.1,0.0032,01/09/2024 11:15:07 am,8.250,4.52,-0.2138,-8.084E-4,0.5,8.0842E-4,01/09/2024 11:16:00 am,8.250,0.14,0.2374,-0.186,0.5,0.1859,01/09/2024 11:20:50 am,8.250,0.02,0.0868,-0.061,0.0,0.0606
01/09/2024 11:13:04 am,8.275,4.19,-0.2246,-0.006,-0.1,0.0057,01/09/2024 11:15:07 am,8.275,4.52,-0.2138,0.009,1.6,0.0089,01/09/2024 11:16:00 am,8.275,0.19,0.2329,-0.171,0.7,0.1706,01/09/2024 11:20:50 am,8.275,0.01,0.0852,-0.060,0.1,0.0598
01/09/2024 11:13:04 am,8.300,4.20,-0.2247,-0.011,-0.2,0.0105,01/09/2024 11:15:07 am,8.300,4.51,-0.2135,0.050,4.0,0.0501,01/09/2024 11:16:00 am,8.300,0.25,0.2288,-0.151,0.9,0.1512,01/09/2024 11:20:50 am,8.300,0.02,0.0838,-0.058,0.1,0.0582
01/09/2024 11:13:04 am,8.325,4.21,-0.2251,-0.018,-0.3,0.0178,01/09/2024 11:15:07 am,8.325,4.44,-0.2126,0.178,7.5,0.1779,01/09/2024 11:16:00 am,8.325,0.28,0.2253,-0.126,1.1,0.1261,01/09/2024 11:20:50 am,8.325,0.01,0.0823,-0.055,0.1,0.0550
01/09/2024 11:13:04 am,8.350,4.22,-0.2255,-0.027,-0.3,0.0267,01/09/2024 11:15:07 am,8.350,4.22,-0.2075,0.426,11.0,0.4260,01/09/2024 11:16:00 am,8.350,0.34,0.2224,-0.095,1.3,0.0954,01/09/2024 11:20:50 am,8.350,0.01,0.0810,-0.052,0.1,0.0517
01/09/2024 11:13:04 am,8.375,4.23,-0.2264,-0.036,-0.3,0.0356,01/09/2024 11:15:07 am,8.375,3.93,-0.1932,0.764,12.9,0.7640,01/09/2024 11:16:00 am,8.375,0.37,0.2205,-0.061,1.4,0.0614,01/09/2024 11:20:50 am,8.375,0.01,0.0798,-0.049,0.1,0.0493
01/09/2024 11:13:04 am,8.400,4.25,-0.2274,-0.042,-0.1,0.0420,01/09/2024 11:15:07 am,8.400,3.47,-0.1690,1.116,12.6,1.1164,01/09/2024 11:16:00 am,8.400,0.39,0.2194,-0.026,1.4,0.0259,01/09/2024 11:20:50 am,8.400,0.01,0.0786,-0.049,0.0,0.0485
01/09/2024 11:13:04 am,8.425,4.27,-0.2286,-0.043,0.1,0.0428,01/09/2024 11:15:07 am,8.425,2.84,-0.1364,1.423,10.7,1.4228,01/09/2024 11:16:00 am,8.425,0.39,0.2191,0.010,1.4,0.0097,01/09/2024 11:20:50 am,8.425,0.01,0.0774,-0.049,0.0,0.0485
01/09/2024 11:13:04 am,8.450,4.29,-0.2297,-0.036,0.4,0.0364,01/09/2024 11:15:07 am,8.450,2.09,-0.0968,1.662,7.6,1.6621,01/09/2024 11:16:00 am,8.450,0.38,0.2198,0.045,1.4,0.0453,01/09/2024 11:20:50 am,8.450,0.01,0.0762,-0.048,0.0,0.0477
01/09/2024 11:13:04 am,8.475,4.30,-0.2305,-0.023,0.5,0.0234,01/09/2024 11:15:07 am,8.475,1.26,-0.0520,1.820,3.6,1.8197,01/09/2024 11:16:00 am,8.475,0.36,0.2214,0.078,1.3,0.0784,01/09/2024 11:20:50 am,8.475,0.01,0.0749,-0.046,0.1,0.0461
01/09/2024 11:13:04 am,8.500,4.30,-0.2309,-0.008,0.6,0.0081,01/09/2024 11:15:07 am,8.500,0.38,-0.0041,1.856,-0.4,1.8561,01/09/2024 11:16:00 am,8.500,0.32,0.2239,0.108,1.1,0.1083,01/09/2024 11:20:50 am,8.500,0.01,0.0738,-0.044,0.0,0.0445
01/09/2024 11:13:04 am,8.525,4.30,-0.2309,0.006,0.5,0.0065,01/09/2024 11:15:07 am,8.525,-5.43,0.0439,1.773,-3.3,1.7729,01/09/2024 11:16:00 am,8.525,0.28,0.2269,0.134,0.9,0.1342,01/09/2024 11:20:50 am,8.525,0.01,0.0728,-0.044,0.0,0.0437
01/09/2024 11:13:04 am,8.550,4.29,-0.2305,0.017,0.3,0.0170,01/09/2024 11:15:07 am,8.550,-3.67,0.0857,1.643,-5.5,1.6427,01/09/2024 11:16:00 am,8.550,0.21,0.2306,0.155,0.7,0.1552,01/09/2024 11:20:50 am,8.550,0.00,0.0717,-0.043,0.0,0.0428
01/09/2024 11:13:04 am,8.575,4.28,-0.2299,0.023,0.1,0.0234,01/09/2024 11:15:07 am,8.575,-4.56,0.1241,1.540,-9.2,1.5400,01/09/2024 11:16:00 am,8.575,0.14,0.2348,0.171,0.5,0.1706,01/09/2024 11:20:50 am,8.575,0.01,0.0706,-0.041,0.1,0.0412
01/09/2024 11:13:04 am,8.600,4.27,-0.2293,0.024,-0.1,0.0243,01/09/2024 11:15:07 am,8.600,-2.58,0.1621,1.268,-14.4,1.2676,01/09/2024 11:16:00 am,8.600,0.08,0.2393,0.179,0.2,0.1795,01/09/2024 11:20:50 am,8.600,0.00,0.0696,-0.040,0.1,0.0396
01/09/2024 11:13:04 am,8.625,4.26,-0.2286,0.019,-0.3,0.0194,01/09/2024 11:15:07 am,8.625,-1.24,0.1985,0.770,-17.2,0.7704,01/09/2024 11:16:00 am,8.625,0.03,0.2439,0.183,0.0,0.1827,01/09/2024 11:20:50 am,8.625,0.00,0.0686,-0.038,0.1,0.0380
01/09/2024 11:13:04 am,8.650,4.26,-0.2282,0.010,-0.4,0.0097,01/09/2024 11:15:07 am,8.650,-0.14,0.2014,0.255,-14.4,0.2555,01/09/2024 11:16:00 am,8.650,0.00,0.2485,0.180,-0.2,0.1803,01/09/2024 11:20:50 am,8.650,0.01,0.0677,-0.036,0.1,0.0364
01/09/2024 11:13:04 am,8.675,4.25,-0.2281,-0.002,-0.4,0.0024,01/09/2024 11:15:07 am,8.675,-0.06,0.2003,-0.034,-8.1,0.0340,01/09/2024 11:16:00 am,8.675,-0.23,0.2530,0.172,-0.4,0.1722,01/09/2024 11:20:50 am,8.675,0.00,0.0668,-0.035,0.1,0.0348
01/09/2024 11:13:04 am,8.700,4.25,-0.2283,-0.013,-0.4,0.0129,01/09/2024 11:15:07 am,8.700,-0.05,0.1986,-0.081,-3.0,0.0808,01/09/2024 11:16:00 am,8.700,-0.27,0.2572,0.158,-0.6,0.1584,01/09/2024 11:20:50 am,8.700,0.01,0.0660,-0.033,0.1,0.0331
01/09/2024 11:13:04 am,8.725,4.26,-0.2288,-0.021,-0.2,0.0210,01/09/2024 11:15:07 am,8.725,-0.06,0.1962,-0.103,-1.0,0.1035,01/09/2024 11:16:00 am,8.725,-0.28,0.2610,0.141,-0.7,0.1415,01/09/2024 11:20:50 am,8.725,0.00,0.0651,-0.032,0.1,0.0315
01/09/2024 11:13:04 am,8.750,4.28,-0.2294,-0.024,0.0,0.0243,01/09/2024 11:15:07 am,8.750,-0.07,0.1934,-0.124,-0.8,0.1245,01/09/2024 11:16:00 am,8.750,-0.24,0.2642,0.124,-0.8,0.1237,01/09/2024 11:20:50 am,8.750,0.00,0.0644,-0.029,0.1,0.0291
01/09/2024 11:13:04 am,8.775,4.28,-0.2302,-0.023,0.1,0.0226,01/09/2024 11:15:07 am,8.775,-0.07,0.1900,-0.142,-0.6,0.1423,01/09/2024 11:16:00 am,8.775,-0.13,0.2671,0.105,-0.9,0.1051,01/09/2024 11:20:50 am,8.775,0.00,0.0637,-0.027,0.1,0.0267
01/09/2024 11:13:04 am,8.800,4.29,-0.2306,-0.017,0.2,0.0170,01/09/2024 11:15:07 am,8.800,-0.07,0.1861,-0.156,-0.5,0.1560,01/09/2024 11:16:00 am,8.800,0.09,0.2696,0.081,-1.1,0.0808,01/09/2024 11:20:50 am,8.800,0.01,0.0631,-0.024,0.1,0.0243
01/09/2024 11:13:04 am,8.825,4.29,-0.2310,-0.010,0.3,0.0097,01/09/2024 11:15:07 am,8.825,-0.12,0.1821,-0.167,-0.5,0.1673,01/09/2024 11:16:00 am,8.825,0.10,0.2714,0.049,-1.3,0.0485,01/09/2024 11:20:50 am,8.825,0.01,0.0625,-0.022,0.1,0.0218
01/09/2024 11:13:04 am,8.850,4.30,-0.2311,-0.003,0.2,0.0032,01/09/2024 11:15:07 am,8.850,-0.19,0.1779,-0.181,-0.6,0.1811,01/09/2024 11:16:00 am,8.850,0.10,0.2721,0.011,-1.4,0.0105,01/09/2024 11:20:50 am,8.850,0.01,0.0620,-0.019,0.1,0.0194
01/09/2024 11:13:04 am,8.875,4.31,-0.2311,0.002,0.1,0.0016,01/09/2024 11:15:07 am,8.875,-0.25,0.1732,-0.198,-0.6,0.1981,01/09/2024 11:16:00 am,8.875,0.11,0.2719,-0.026,-1.3,0.0259,01/09/2024 11:20:50 am,8.875,0.00,0.0615,-0.018,0.1,0.0178
01/09/2024 11:13:04 am,8.900,4.30,-0.2310,0.004,0.1,0.0040,01/09/2024 11:15:07 am,8.900,-0.25,0.1679,-0.214,-0.5,0.2142,01/09/2024 11:16:00 am,8.900,0.10,0.2707,-0.055,-1.0,0.0550,01/09/2024 11:20:50 am,8.900,0.01,0.0611,-0.017,0.0,0.0170
01/09/2024 11:13:04 am,8.925,4.30,-0.2309,0.005,-3.7E-15,0.0049,01/09/2024 11:15:07 am,8.925,-0.08,0.1624,-0.225,-0.2,0.2247,01/09/2024 11:16:00 am,8.925,0.10,0.2690,-0.075,-0.7,0.0752,01/09/2024 11:20:50 am,8.925,0.01,0.0606,-0.016,0.1,0.0162
01/09/2024 11:13:04 am,8.950,4.30,-0.2308,0.004,-0.1,0.0040,01/09/2024 11:15:07 am,8.950,0.00,0.1565,-0.227,0.0,0.2272,01/09/2024 11:16:00 am,8.950,0.09,0.2668,-0.088,-0.5,0.0881,01/09/2024 11:20:50 am,8.950,0.00,0.0603,-0.014,0.1,0.0137
01/09/2024 11:13:04 am,8.975,4.29,-0.2306,0.002,-0.1,0.0016,01/09/2024 11:15:07 am,8.975,0.09,0.1509,-0.222,,0.2215,01/09/2024 11:16:00 am,8.975,0.07,0.2645,-0.097,-0.2,0.0970,01/09/2024 11:20:50 am,8.975,0.01,0.0599,-0.010,0.1,0.0097
